sku_code,prod_date,start_time,end_time,bottles,headcount
D0310,2025-12-24,13:50:00,15:10:00,339,
D0310,2025-12-24,15:10:00,16:20:00,352,
D0310,2025-12-31,08:00:00,09:30:00,345,
D0310,2025-12-31,09:30:00,10:00:00,238,
D0310,2026-01-02,11:25:00,13:40:00,343,
D0310,2026-01-02,13:40:00,15:05:00,462,
D0310,2026-01-07,19:05:00,20:30:00,210,
D0310,2026-01-08,08:00:00,08:40:00,230,
D0310,2026-01-08,08:40:00,09:40:00,349,
D0310,2026-01-10,10:05:00,10:55:00,337,
D0310,2026-01-10,10:55:00,11:40:00,236,
D0310,2026-01-15,14:45:00,15:45:00,342,
D0310,2026-01-17,10:20:00,11:30:00,448,
D0310,2026-01-20,08:00:00,08:50:00,346,
D0310,2026-01-20,08:50:00,09:35:00,353,
D0310,2026-01-20,17:35:00,19:30:00,347,
D0310,2026-01-20,19:30:00,20:30:00,228,
D0310,2026-01-21,08:00:00,08:30:00,117,
D0310,2026-01-24,08:20:00,09:25:00,344,
D0310,2026-01-24,09:25:00,10:20:00,339,
D0310,2026-01-24,10:20:00,11:05:00,346,
D0310,2026-01-27,09:50:00,11:15:00,343,
D0310,2026-01-27,11:15:00,14:00:00,352,
D0310,2026-01-27,14:00:00,15:15:00,332,
D0310,2026-01-27,15:15:00,16:00:00,240,
D0310,2026-01-28,19:00:00,20:15:00,341,
D0310,2026-01-29,09:00:00,09:25:00,237,
D0310,2026-01-29,09:25:00,10:50:00,459,
D0310,2026-01-29,10:50:00,12:00:00,346,
D0310,2026-02-04,09:25:00,10:35:00,333,
D0310,2026-02-04,10:35:00,11:30:00,228,
D0310,2026-02-05,10:55:00,13:15:00,342,
D0310,2026-02-05,13:15:00,13:55:00,236,
D0310,2026-02-13,09:20:00,10:30:00,343,
D0310,2026-02-13,10:30:00,11:25:00,346,
D0310,2026-03-02,10:10:00,11:10:00,341,
D0310,2026-03-05,14:40:00,15:25:00,198,
D0310,2026-03-05,15:25:00,16:05:00,208,
D0310,2026-03-07,14:45:00,15:55:00,338,
D0310,2026-03-09,13:15:00,14:25:00,347,
D0310,2026-03-11,08:10:00,09:20:00,331,
D0310,2026-03-11,09:30:00,10:50:00,351,
D0310,2026-03-12,15:15:00,16:20:00,212,
D0310,2026-03-12,16:20:00,16:45:00,189,
D0310,2026-03-13,17:30:00,18:55:00,201,
D0310,2026-03-13,18:55:00,20:00:00,301,
D0310,2026-03-14,09:55:00,11:20:00,300,
D0310,2026-03-14,11:20:00,12:00:00,90,
D0310,2026-03-16,13:10:00,17:20:00,310,
D0310,2026-03-17,10:10:00,10:50:00,201,
D0310,2026-03-17,13:30:00,14:10:00,193,
D0310,2026-03-17,14:10:00,14:50:00,217,
D0310,2026-03-19,17:00:00,19:10:00,312,
D0310,2026-03-19,19:10:00,20:10:00,297,
D0310,2026-03-23,11:00:00,11:50:00,299,
D0310,2026-03-23,11:50:00,13:40:00,324,
D0310,2026-03-24,16:40:00,17:00:00,120,
D0310,2026-03-25,16:30:00,17:10:00,191,
D0310,2026-03-25,17:10:00,17:50:00,300,
D0310,2026-03-27,14:00:00,16:40:00,303,
D0310,2026-03-27,16:40:00,17:20:00,207,
D0310,2026-03-28,10:15:00,11:00:00,240,
D0310,2026-03-30,13:00:00,13:20:00,59,
D0310,2026-03-30,13:20:00,17:00:00,310,
D0310,2026-04-01,19:45:00,20:30:00,240,
D0310,2026-04-02,18:20:00,18:30:00,63,
D0310,2026-04-02,18:30:00,19:10:00,210,
D0310,2026-04-04,10:40:00,11:20:00,199,
D0310,2026-04-07,13:00:00,13:30:00,208,
D0310,2026-04-09,17:00:00,18:20:00,201,
D0310,2026-04-09,18:20:00,19:05:00,210,
D0310,2026-04-10,16:20:00,17:20:00,195,
D0310,2026-04-10,17:20:00,18:00:00,206,
D0310,2026-04-15,18:10:00,18:30:00,57,
D0310,2026-04-16,09:20:00,10:00:00,247,
D0310,2026-04-16,10:00:00,10:40:00,206,
D0310,2026-04-20,16:50:00,18:05:00,297,
D0310,2026-04-20,18:05:00,19:00:00,210,
D0310,2026-04-21,17:00:00,17:55:00,296,
D0310,2026-04-22,10:30:00,13:25:00,314,
D0310,2026-04-22,14:35:00,15:20:00,210,
D0310,2026-04-22,15:20:00,15:50:00,197,
D0310,2026-04-25,08:50:00,09:50:00,304,
D0310,2026-04-25,09:50:00,11:00:00,207,
D0310,2026-04-30,11:35:00,13:30:00,298,
D0310,2026-04-30,13:30:00,14:50:00,305,
D0310,2026-05-04,09:05:00,10:15:00,307,
D0310,2026-05-04,10:15:00,11:10:00,316,
D0310,2026-05-05,13:00:00,14:10:00,303,
D0310,2026-05-05,14:10:00,15:30:00,312,
D0310,2026-05-07,09:00:00,09:50:00,193,
D0310,2026-05-07,10:00:00,10:50:00,210,
D0310,2026-05-08,18:50:00,20:00:00,196,
D0310,2026-05-09,10:15:00,11:15:00,209,
D0310,2026-05-12,19:05:00,20:05:00,300,
D0310,2026-05-12,20:05:00,20:25:00,57,
D0310,2026-05-13,13:00:00,13:30:00,156,
D0310,2026-05-14,18:40:00,19:55:00,299,
D0310,2026-05-14,19:55:00,20:25:00,129,
D0310,2026-05-15,11:00:00,11:45:00,186,
D0310,2026-05-16,08:15:00,09:35:00,409,
D0310,2026-05-16,09:35:00,11:35:00,508,
D0310,2026-05-20,08:00:00,08:50:00,303,
D0310,2026-05-20,08:50:00,09:20:00,211,
D0310,2026-05-21,16:25:00,17:00:00,197,
D0310,2026-05-22,13:00:00,13:35:00,209,
D0310,2026-05-22,13:35:00,14:15:00,211,
D0310,2026-05-22,14:40:00,15:45:00,310,
D0310,2026-05-27,17:30:00,19:00:00,299,
D0310,2026-05-27,19:00:00,20:00:00,209,
D0310,2026-05-27,20:00:00,20:30:00,165,
D0310,2026-05-28,08:00:00,08:30:00,140,
D0310,2026-06-04,08:00:00,08:50:00,250,
D0310,2026-06-04,08:50:00,09:25:00,206,
D0310,2026-06-08,13:50:00,15:00:00,304,
D0310,2026-06-08,15:00:00,15:45:00,206,
D0310,2026-06-09,10:15:00,11:25:00,316,
D0310,2026-06-09,11:25:00,13:25:00,301,
D0310,2026-06-12,11:35:00,13:20:00,195,
D0310,2026-06-12,13:20:00,14:50:00,208,
D0310,2026-06-15,08:00:00,09:20:00,303,
D0310,2026-06-15,09:25:00,10:00:00,207,
D0310,2026-06-16,10:30:00,11:20:00,304,
D0310,2026-06-16,11:20:00,11:55:00,210,
D0310,2026-06-18,10:30:00,13:15:00,301,
D0310,2026-06-18,13:20:00,14:20:00,313,
D0310,2026-06-22,16:15:00,16:40:00,148,
D0310,2026-06-22,16:40:00,17:00:00,75,
D0310,2026-06-23,10:50:00,13:25:00,360,
D0310,2026-06-24,13:00:00,14:15:00,279,
D0310,2026-06-24,14:15:00,15:15:00,340,
D0310,2026-06-25,14:50:00,16:25:00,304,
D0310,2026-06-25,16:25:00,17:00:00,209,
D0310,2026-06-30,10:30:00,11:35:00,301,
D0310,2026-07-02,10:05:00,11:40:00,305,
D0310,2026-07-06,08:15:00,09:15:00,307,
D0310,2026-07-06,09:15:00,10:25:00,312,
D0310,2026-07-08,14:25:00,15:40:00,302,
D0310,2026-07-08,15:40:00,17:00:00,312,
D0310,2026-07-14,16:00:00,16:40:00,196,
D0310,2026-07-14,16:40:00,17:15:00,212,
D0310,2026-07-16,17:20:00,18:00:00,197,
D0310,2026-07-17,10:20:00,10:45:00,210,
D0310,2026-07-21,10:40:00,11:15:00,197,
D0310,2026-07-21,11:15:00,11:50:00,213,
D0310,2026-07-23,19:10:00,20:30:00,290,
D0310,2026-07-25,07:00:00,08:05:00,318,
D0310,2026-07-28,16:55:00,17:50:00,197,
D0310,2026-07-29,08:55:00,09:30:00,210,
D0310,2026-07-29,11:25:00,13:30:00,306,
D0310,2026-07-29,13:30:00,14:20:00,213,
D0310,2026-07-31,09:00:00,09:35:00,203,
D0310,2026-07-31,09:35:00,10:15:00,209,
D0310,2026-07-31,13:00:00,13:40:00,304,
D0310,2026-07-31,13:40:00,14:20:00,208,
D0310,2026-08-05,08:50:00,09:35:00,196,5
D0310,2026-08-05,09:35:00,10:25:00,207,5
D0310,2026-08-07,14:30:00,15:40:00,301,4
D0310,2026-08-07,15:40:00,16:50:00,320,5
D0310,2026-08-08,08:30:00,10:00:00,402,5
D0310,2026-08-08,10:00:00,10:50:00,317,5
D0310,2026-08-11,08:00:00,10:05:00,408,5
D0310,2026-08-11,10:05:00,11:15:00,313,5
D0310,2026-08-15,07:45:00,08:50:00,306,5
D0310,2026-08-15,08:50:00,10:00:00,315,5
D0310,2026-08-15,10:45:00,11:25:00,200,5
D0310,2026-08-15,11:25:00,12:00:00,165,5
D0310,2026-08-17,08:15:00,08:30:00,50,5
D0310,2026-08-19,17:35:00,19:25:00,300,6
D0310,2026-08-19,19:30:00,20:05:00,215,6
D0310,2026-08-20,10:00:00,11:00:00,302,5
D0310,2026-08-20,13:00:00,14:00:00,315,5
D0310,2026-08-21,16:40:00,17:30:00,304,5
D0310,2026-08-21,17:30:00,18:00:00,240,5
D0310,2026-08-25,13:00:00,13:50:00,312,5
D0310,2026-08-25,13:55:00,14:35:00,314,5
D0310,2026-08-26,08:50:00,10:40:00,307,5
D0310,2026-08-26,10:40:00,12:00:00,313,5
D0310,2026-08-29,08:15:00,09:10:00,211,5
D0330,2025-10-03,13:40:00,14:30:00,305,
D0330,2025-10-03,14:30:00,15:00:00,210,
D0330,2025-10-15,10:20:00,11:00:00,206,
D0330,2025-10-15,11:00:00,12:00:00,301,
D0330,2025-10-21,11:30:00,12:00:00,197,
D0330,2025-10-21,13:00:00,13:40:00,212,
D0330,2025-11-06,14:40:00,15:40:00,204,
D0330,2025-11-06,15:40:00,16:30:00,211,
D0330,2025-11-20,15:10:00,16:00:00,213,
D0330,2025-11-20,16:00:00,17:00:00,305,
D0330,2025-11-26,14:30:00,15:25:00,300,
D0330,2025-11-26,15:25:00,16:10:00,312,
D0330,2025-12-03,17:50:00,18:30:00,183,
D0330,2025-12-04,16:20:00,16:35:00,27,
D0330,2025-12-04,16:35:00,17:15:00,196,
D0330,2025-12-09,13:25:00,14:40:00,301,
D0330,2025-12-09,14:40:00,15:40:00,309,
D0330,2025-12-19,13:45:00,14:45:00,297,
D0330,2025-12-19,14:45:00,15:25:00,207,
D0330,2026-01-02,09:40:00,10:45:00,305,
D0330,2026-01-02,10:45:00,11:25:00,211,
D0330,2026-01-10,08:40:00,09:25:00,210,
D0330,2026-01-10,09:25:00,10:05:00,194,
D0330,2026-01-19,14:45:00,15:50:00,306,
D0330,2026-01-30,18:00:00,19:05:00,302,
D0330,2026-01-30,19:05:00,19:50:00,206,
D0330,2026-02-04,11:30:00,13:30:00,299,
D0330,2026-02-04,13:30:00,14:20:00,308,
D0330,2026-02-11,13:00:00,13:30:00,198,
D0330,2026-02-11,13:30:00,14:10:00,209,
D0330,2026-02-24,14:40:00,16:00:00,299,
D0330,2026-02-24,16:00:00,16:40:00,209,
D0330,2026-03-10,11:00:00,11:45:00,191,
D0330,2026-03-11,11:50:00,13:30:00,207,
D0330,2026-03-18,10:50:00,11:40:00,309,
D0330,2026-03-18,11:40:00,13:30:00,298,
D0330,2026-03-24,08:00:00,08:50:00,206,
D0330,2026-03-24,08:50:00,09:45:00,195,
D0330,2026-04-08,19:40:00,20:30:00,114,
D0330,2026-04-09,13:40:00,14:10:00,184,
D0330,2026-04-09,14:10:00,15:10:00,309,
D0330,2026-04-25,07:15:00,07:50:00,161,
D0330,2026-04-25,07:50:00,08:50:00,293,
D0330,2026-04-29,10:30:00,11:10:00,200,
D0330,2026-04-29,11:10:00,12:00:00,202,
D0330,2026-04-29,13:00:00,13:50:00,360,
D0330,2026-05-06,08:10:00,09:25:00,410,
D0330,2026-05-06,09:25:00,10:30:00,311,
D0330,2026-05-12,17:00:00,18:10:00,207,
D0330,2026-05-12,18:10:00,19:05:00,295,
D0330,2026-05-22,15:45:00,16:45:00,302,
D0330,2026-06-08,08:30:00,09:45:00,207,
D0330,2026-06-08,09:45:00,10:30:00,197,
D0330,2026-06-10,10:30:00,11:15:00,196,
D0330,2026-07-08,13:00:00,13:55:00,298,
D0330,2026-07-23,08:00:00,08:45:00,197,
D0330,2026-07-29,09:30:00,10:30:00,298,
D0330,2026-07-29,10:30:00,11:25:00,310,
D0330,2026-08-25,14:40:00,15:30:00,201,5
D0331,2025-11-19,08:00:00,08:30:00,24,
D0331,2025-12-05,10:00:00,11:25:00,412,
D0331,2025-12-05,11:25:00,13:30:00,381,
D0331,2026-06-04,13:20:00,13:30:00,21,
D0331,2026-06-05,13:15:00,14:15:00,311,
D0331,2026-06-05,14:15:00,15:20:00,311,
D0331,2026-06-12,09:20:00,10:50:00,309,
D0331,2026-06-12,10:50:00,11:35:00,211,
D0331,2026-06-23,15:10:00,16:25:00,206,
D0331,2026-06-23,16:25:00,17:00:00,194,
D0331,2026-06-29,15:55:00,16:15:00,39,
D0331,2026-06-30,08:00:00,09:05:00,173,
D0331,2026-06-30,09:05:00,10:30:00,310,
D0331,2026-07-03,08:00:00,08:45:00,212,
D0331,2026-07-03,08:45:00,09:15:00,201,
D0331,2026-07-21,08:40:00,09:35:00,202,
D0331,2026-07-21,09:35:00,10:35:00,207,
D0331,2026-08-01,07:00:00,08:00:00,146,5
D0331,2026-08-01,08:00:00,09:40:00,430,5
D0331,2026-08-03,11:05:00,11:40:00,49,4
D0331,2026-08-05,15:00:00,16:15:00,306,5
D0331,2026-08-06,15:45:00,17:00:00,319,5
D0331,2026-08-18,10:00:00,11:00:00,300,5
D0331,2026-08-18,11:00:00,11:40:00,213,5
D0331,2026-08-26,18:20:00,20:30:00,255,5
D0331,2026-08-27,15:45:00,16:00:00,53,5
D0331,2026-08-28,08:00:00,08:40:00,213,5
D0390,2026-06-09,13:00:00,15:40:00,118,
D0390,2026-06-18,10:30:00,15:15:00,185,
D0390,2026-07-24,13:00:00,16:00:00,153,
D0420,2025-12-03,08:00:00,09:30:00,277,
D0420,2025-12-29,13:45:00,15:25:00,172,
D0420,2026-01-27,16:00:00,17:50:00,194,
D0420,2026-03-05,08:00:00,09:10:00,218,
D0420,2026-03-17,14:50:00,18:00:00,278,
D0420,2026-05-04,13:30:00,14:25:00,171,
D0420,2026-05-13,09:00:00,09:40:00,167,
D0420,2026-05-28,13:30:00,14:30:00,197,
D0420,2026-07-23,13:00:00,13:55:00,225,
D0420,2026-08-27,17:00:00,19:20:00,167,3
D0422,2025-10-15,08:00:00,09:30:00,388,
D0422,2025-12-05,14:10:00,16:40:00,389,
D0422,2025-12-29,15:25:00,16:50:00,172,
D0422,2026-01-19,13:10:00,19:45:00,446,
D0422,2026-02-04,16:00:00,17:00:00,192,
D0422,2026-02-05,08:00:00,08:10:00,36,
D0422,2026-03-11,17:00:00,19:50:00,259,
D0422,2026-04-09,19:05:00,20:30:00,255,
D0422,2026-05-04,14:25:00,15:35:00,229,
D0422,2026-05-13,09:40:00,11:00:00,227,
D0422,2026-06-02,08:00:00,09:15:00,389,
D0422,2026-07-27,13:00:00,16:40:00,420,
D0422,2026-08-27,17:00:00,19:30:00,255,4
D0520,2025-11-05,10:05:00,13:30:00,3452,
D0520,2025-12-30,08:00:00,10:55:00,3435,
D0520,2026-02-25,08:00:00,11:40:00,3578,
D0520,2026-06-05,08:00:00,11:25:00,3451,
D0520,2026-07-30,08:00:00,11:25:00,3413,
D0521,2025-11-24,09:15:00,11:50:00,3341,
D0521,2025-12-22,10:40:00,13:40:00,1680,
D0521,2025-12-23,08:00:00,09:00:00,1579,
D0521,2026-01-19,08:00:00,14:45:00,3211,
D0521,2026-02-25,11:45:00,15:00:00,3265,
D0521,2026-04-13,13:00:00,17:00:00,1680,
D0521,2026-04-14,13:00:00,14:20:00,1547,
D0521,2026-05-14,11:25:00,13:35:00,1135,
D0521,2026-06-04,09:25:00,12:00:00,3341,
D0521,2026-06-30,13:00:00,17:00:00,2376,
D0521,2026-07-30,11:25:00,14:50:00,2916,
D0521,2026-08-03,08:00:00,09:20:00,1037,4
D0530,2025-10-21,16:00:00,17:00:00,1471,
D0530,2025-11-21,14:00:00,14:45:00,1799,
D0530,2025-12-22,13:00:00,13:30:00,49,
D0530,2026-01-05,08:00:00,08:20:00,36,
D0530,2026-01-08,15:50:00,17:00:00,2719,
D0530,2026-03-09,10:30:00,13:10:00,2779,
D0530,2026-08-06,11:30:00,14:00:00,1500,7
D0530,2026-08-10,10:05:00,11:30:00,1474,3
D0530,2026-08-10,14:30:00,16:00:00,1452,1
D0530,2026-08-12,15:35:00,17:00:00,1529,5
D0591,2025-10-07,10:45:00,11:45:00,2282,
D0591,2025-11-27,13:20:00,14:30:00,2167,
D0591,2026-03-19,18:30:00,19:00:00,416,
D0591,2026-03-20,13:30:00,15:10:00,1236,
D0591,2026-03-25,17:00:00,18:00:00,535,
D0591,2026-04-02,15:00:00,15:20:00,659,
D0591,2026-06-05,16:00:00,17:00:00,1869,
D0591,2026-08-10,11:30:00,13:05:00,660,5
D0591,2026-08-15,09:30:00,10:30:00,1466,4
D0592,2025-11-19,15:00:00,15:30:00,1020,
D0592,2025-11-20,11:00:00,13:20:00,931,
D0592,2026-03-19,19:00:00,19:50:00,864,
D0592,2026-06-03,08:00:00,10:50:00,2013,
D0592,2026-06-03,11:30:00,11:40:00,182,
D0592,2026-06-09,16:15:00,16:45:00,996,
D0592,2026-06-10,16:30:00,17:00:00,1207,
D0593,2025-10-17,09:40:00,11:30:00,1866,
D0594,2025-10-28,14:55:00,17:00:00,720,
D0594,2025-10-30,14:00:00,15:30:00,155,
D0594,2026-06-30,09:20:00,17:00:00,1745,
D0610,2025-11-28,10:45:00,11:20:00,200,
D0610,2026-05-05,09:00:00,10:25:00,198,
D0610,2026-07-07,08:15:00,09:00:00,197,
D0630,2025-11-21,08:00:00,08:25:00,153,
D0630,2026-05-06,11:00:00,11:30:00,151,
D0730,2026-02-05,10:00:00,17:00:00,1336,
D0731,2026-07-27,11:10:00,12:00:00,1097,
D0732,2025-12-11,14:20:00,15:40:00,1692,
D0732,2025-12-12,15:25:00,16:00:00,1272,
D0790,2025-11-18,15:00:00,15:30:00,1117,
D0810,2026-01-08,13:00:00,13:50:00,414,
D0810,2026-02-13,08:00:00,08:35:00,425,
D0810,2026-04-23,17:00:00,17:50:00,274,
D0810,2026-06-17,14:30:00,15:10:00,280,
D0810,2026-08-08,07:00:00,07:50:00,263,8
D0820,2025-11-03,08:00:00,09:35:00,146,
D0820,2025-12-12,08:00:00,08:20:00,148,
D0820,2026-01-26,08:00:00,09:15:00,150,
D0820,2026-04-25,07:00:00,07:15:00,99,
D0820,2026-06-24,13:00:00,14:50:00,150,
D0820-1,2026-04-24,16:50:00,17:00:00,51,
D0910,2026-01-09,11:00:00,11:25:00,434,
D0910,2026-02-26,08:30:00,11:00:00,430,
D0910,2026-04-13,11:00:00,11:30:00,322,
D0910,2026-08-14,17:00:00,18:30:00,329,4
D0990,2026-01-09,10:45:00,11:00:00,100,
D0990,2026-05-16,09:50:00,10:10:00,101,
D0991,2025-11-13,08:00:00,11:25:00,258,
D0991,2025-11-25,08:00:00,12:00:00,508,
D0991,2026-03-30,13:00:00,16:25:00,266,
D0991,2026-04-01,13:00:00,17:20:00,275,
D0991,2026-04-10,08:00:00,13:20:00,278,
D0991,2026-04-21,08:00:00,12:00:00,268,
D0991,2026-06-10,13:00:00,16:30:00,315,
D0991,2026-06-16,10:30:00,16:10:00,487,
D0991,2026-07-01,08:00:00,12:00:00,211,
D0991,2026-07-09,08:30:00,12:00:00,311,
D0991,2026-07-09,11:30:00,16:00:00,370,
D0991,2026-08-18,13:00:00,17:00:00,259,7
D0992,2025-11-21,08:00:00,15:00:00,403,
D0992,2025-12-04,07:00:00,08:30:00,403,
D0992,2026-07-03,09:15:00,15:20:00,383,
D1010,2025-11-25,17:00:00,17:45:00,206,
D1010,2026-01-21,08:30:00,09:00:00,206,
D1010,2026-03-16,17:20:00,18:05:00,208,
D1010,2026-05-05,10:25:00,11:45:00,204,
D1010,2026-08-08,07:50:00,08:30:00,207,5
D1130,2025-11-27,11:10:00,13:20:00,423,
D1130,2026-01-08,09:40:00,11:10:00,412,
D1130,2026-01-29,13:00:00,14:20:00,414,
D1130,2026-03-16,18:05:00,18:30:00,36,
D1130,2026-03-17,08:00:00,08:30:00,162,
D1130,2026-05-21,11:30:00,13:10:00,202,
D1130,2026-06-18,14:20:00,15:30:00,198,
D1130,2026-07-23,08:45:00,11:00:00,613,
D1130,2026-08-15,10:00:00,10:45:00,204,5
D1211,2025-11-07,09:10:00,10:00:00,139,
D1211,2025-12-16,16:10:00,16:20:00,137,
D1211,2026-01-07,16:10:00,18:00:00,136,
D1211,2026-01-21,15:10:00,18:30:00,564,
D1211,2026-02-10,08:00:00,10:50:00,135,
D1211,2026-05-13,07:00:00,09:00:00,280,
D1211,2026-07-25,08:00:00,08:35:00,135,
D1390,2026-03-09,14:40:00,16:45:00,1761,
D1410-1,2025-11-21,08:25:00,09:40:00,399,
D1410-1,2025-12-17,14:40:00,16:05:00,506,
D1410-1,2026-02-13,08:00:00,09:20:00,399,
D1410-1,2026-04-01,18:40:00,19:45:00,299,
D1410-1,2026-05-04,11:10:00,13:30:00,397,
D1410-1,2026-05-20,09:20:00,10:25:00,407,
D1410-1,2026-07-13,10:20:00,13:50:00,297,
D1410-1,2026-07-29,08:00:00,08:55:00,304,
D1410-1,2026-08-07,13:00:00,14:30:00,397,4
D1410-1,2026-08-19,16:46:00,17:35:00,199,7
D1410-1,2026-08-26,08:00:00,08:50:00,299,4
D1520,2025-11-27,09:00:00,09:30:00,241,
D1520,2025-12-24,09:00:00,10:15:00,1801,
D1520,2026-08-03,09:20:00,10:30:00,1201,4
D1521,2025-11-20,08:00:00,09:00:00,1803,
D1521,2026-08-03,10:30:00,11:05:00,1201,4
D1620,2025-12-31,14:30:00,15:45:00,158,
D2010,2025-12-31,15:30:00,16:50:00,1199,
D2010,2026-04-23,11:30:00,13:30:00,600,
D2010,2026-05-28,08:30:00,09:30:00,600,
D2010,2026-08-19,15:15:00,16:00:00,600,7
D2021,2025-11-04,08:00:00,08:20:00,300,
D2021,2025-11-22,07:00:00,07:40:00,300,
D2021,2025-11-26,16:10:00,17:00:00,600,
D2021,2026-01-02,07:00:00,08:05:00,600,
D2021,2026-01-29,13:00:00,14:20:00,899,
D2021,2026-02-02,13:25:00,13:50:00,1674,
D2021,2026-02-12,15:30:00,16:35:00,900,
D2021,2026-03-24,08:00:00,09:00:00,300,
D2021,2026-04-08,14:20:00,15:00:00,300,
D2021,2026-04-18,07:00:00,08:00:00,600,
D2021,2026-05-20,14:10:00,16:00:00,900,
D2021,2026-06-16,13:00:00,13:30:00,300,
D2021,2026-06-29,16:25:00,17:00:00,222,
D2021,2026-06-30,08:00:00,08:50:00,378,
D2021,2026-07-17,19:35:00,20:30:00,300,
D2021,2026-07-20,11:40:00,13:25:00,300,
D2021,2026-08-01,10:00:00,10:30:00,300,6
D2021,2026-08-24,15:30:00,16:20:00,600,6
D2212,2025-11-18,16:30:00,18:30:00,600,
D2212,2025-11-19,11:20:00,12:00:00,223,
D2212,2025-12-12,10:15:00,13:20:00,820,
D2212,2025-12-23,17:40:00,20:30:00,720,
D2212,2025-12-24,08:45:00,09:00:00,108,
D2212,2025-12-31,10:30:00,14:30:00,811,
D2212,2026-01-15,10:00:00,14:05:00,410,
D2212,2026-02-03,15:40:00,20:10:00,1218,
D2212,2026-02-09,08:00:00,09:30:00,408,
D2212,2026-02-23,08:30:00,10:00:00,401,
D2212,2026-03-17,08:30:00,09:50:00,405,
D2212,2026-03-17,19:30:00,20:30:00,120,
D2212,2026-03-18,09:15:00,10:10:00,402,
D2212,2026-04-08,09:20:00,10:40:00,407,
D2212,2026-04-22,13:25:00,14:35:00,402,
D2330,2025-12-29,08:00:00,08:52:00,32,
D2330,2025-12-29,08:52:00,08:58:00,35,
D2330,2025-12-29,08:58:00,09:07:00,35,
D2330,2025-12-29,09:07:00,09:10:00,34,
D2330,2025-12-29,09:10:00,09:17:00,35,
D2330,2025-12-29,09:17:00,09:22:00,35,
D2330,2026-02-06,08:00:00,08:15:00,35,
D2330,2026-02-06,08:15:00,08:22:00,31,
D2330,2026-02-06,08:22:00,08:30:00,34,
D2330,2026-02-06,08:30:00,08:36:00,35,
D2330,2026-02-06,08:36:00,08:45:00,37,
D2330,2026-02-06,08:45:00,08:49:00,35,
D2330,2026-04-13,10:59:00,11:08:00,29,
D2330,2026-04-13,11:08:00,11:14:00,35,
D2330,2026-04-13,10:25:00,10:34:00,34,
D2330,2026-04-13,10:34:00,10:43:00,35,
D2330,2026-04-13,10:43:00,10:51:00,36,
D2330,2026-04-13,10:51:00,10:59:00,35,
D2330,2026-05-27,09:50:00,10:50:00,205,
D2330,2026-07-25,08:23:00,09:15:00,206,
D2531,2026-03-23,09:00:00,10:30:00,209,
D2712,2026-07-02,13:30:00,13:40:00,20,
D2712,2026-07-06,08:00:00,08:15:00,22,
D2712,2026-07-15,09:05:00,10:10:00,553,
D2820,2025-12-09,08:00:00,08:40:00,404,
D9950,2026-04-14,14:20:00,15:10:00,960,
D9950,2026-04-14,16:00:00,16:30:00,1268,
Z0001,2026-03-16,08:00:00,10:20:00,1356,
Z0001,2026-03-25,08:00:00,08:50:00,1584,
Z0002,2026-03-09,14:30:00,14:40:00,82,
Z1001,2026-04-10,11:00:00,11:30:00,1078,
Z1001,2026-04-10,13:30:00,14:15:00,1259,
Z2001,2026-08-28,15:00:00,16:00:00,154,5
Z3001,2026-07-21,13:00:00,16:30:00,2728,
E0120,2025-11-28,15:00:00,16:00:00,2400,
E0120,2025-12-29,13:45:00,15:20:00,3600,
E0120,2026-01-15,17:35:00,18:30:00,1392,
E0120,2026-01-16,13:00:00,13:35:00,1008,
E0120,2026-03-20,08:00:00,10:50:00,4800,
E0120,2026-05-11,13:20:00,14:10:00,2400,
E0120,2026-05-14,13:40:00,16:20:00,1200,
E0120,2026-06-23,08:00:00,10:00:00,3600,
E0120,2026-07-22,11:30:00,14:00:00,3600,
E0120,2026-08-14,09:00:00,12:00:00,3600,3
E0121,2025-11-28,16:00:00,17:00:00,2400,
E0121,2025-12-29,15:20:00,16:00:00,450,
E0121,2026-01-06,10:30:00,12:00:00,1800,
E0121,2026-01-15,16:40:00,17:30:00,2400,
E0121,2026-03-20,10:50:00,13:20:00,3600,
E0121,2026-05-14,16:20:00,17:00:00,1260,
E0121,2026-05-15,09:40:00,11:00:00,2340,
E0121,2026-06-25,13:00:00,14:05:00,2400,
E0121,2026-07-22,10:00:00,11:30:00,3600,
E0121,2026-08-14,13:00:00,13:50:00,2400,3
F0010,2025-11-07,13:00:00,15:20:00,197,
F0010,2025-11-27,13:20:00,16:55:00,305,
F0010,2025-12-10,08:00:00,17:00:00,424,
F0010,2025-12-18,13:00:00,14:50:00,182,
F0010,2026-01-06,13:00:00,15:25:00,145,
F0010,2026-01-20,09:55:00,14:00:00,299,
F0010,2026-01-24,07:00:00,10:30:00,464,
F0010,2026-01-24,10:30:00,12:00:00,146,
F0010,2026-03-19,08:00:00,14:30:00,302,
F0010,2026-04-16,13:00:00,15:50:00,183,
F0010,2026-04-28,08:00:00,13:05:00,182,
F0010,2026-05-11,08:00:00,09:30:00,185,
F0010,2026-05-21,09:00:00,11:30:00,302,
F0010,2026-06-09,08:45:00,10:05:00,121,
F0010,2026-06-09,10:05:00,12:00:00,142,
F0010,2026-07-01,13:00:00,14:00:00,181,
F0010,2026-08-06,13:00:00,16:30:00,181,4
F0010,2026-08-14,09:00:00,11:00:00,118,5
F0010,2026-08-24,13:00:00,17:00:00,301,5
F0020,2025-11-07,15:20:00,15:40:00,146,
F0020,2025-12-03,11:30:00,17:00:00,295,
